"id","isbn"
0,"0--9834486"
1,"1--63235"
2,"89--5592"
3,"1--365"
4,"88--7439"
5,"88--7439"
6,"1--78099"
7,"1--940772"
8,"0--89579"
9,"0--7136"
9,"0--397"
10,"0--7503"
11,"0--7407"
12,"0--665"
13,"0--665"
14,"0--7190"
15,"0--87604"
16,"0--498"
17,"1--4276"
18,"1--62722"
19,"0--349"
20,"1--55859"
21,"1--938763"
22,"1--4408"
22,"1--61069"
22,"0--87436"
22,"1--322"
23,"1--56239"
24,"1--62970"
24,"1--64185"
24,"1--68080"
24,"1--5321"
25,"1--5321"
26,"1--62403"
26,"1--61714"
27,"0--200"
28,"1--4267"
29,"1--77349"
30,"0--8109"
31,"1--4197"
31,"1--61312"
32,"1--4832"
32,"0--12"
33,"1--4832"
33,"0--12"
34,"1--61811"
35,"0--89733"
36,"0--89733"
37,"1--57939"
38,"1--937007"
38,"0--441"
39,"0--441"
40,"1--4503"
41,"1--58113"
41,"0--89791"
42,"0--8478"
43,"1--945150"
44,"1--56698"
45,"0--900575"
46,"1--63229"
47,"0--7136"
48,"0--85274"
49,"1--4405"
50,"1--943886"
51,"0--321"
52,"0--321"
52,"0--201"
53,"0--201"
54,"0--9622558"
55,"0--321"
56,"0--321"
56,"0--201"
56,"0--13"
57,"1--909112"
58,"607--618"
59,"1--59193"
60,"0--934860"
61,"0--911655"
62,"1--911597"
63,"1--935002"
64,"0--87586"
65,"0--9861672"
66,"1--58426"
67,"0--321"
68,"0--692"
69,"1--56396"
70,"0--7354"
71,"0--9991953"
72,"1--61775"
73,"0--910034"
74,"1--5364"
74,"1--4242"
74,"1--4301"
74,"1--4424"
74,"1--4814"
74,"0--329"
75,"1--4352"
75,"0--689"
75,"0--88103"
75,"0--02"
76,"1--4352"
76,"1--4169"
76,"0--689"
76,"1--4287"
76,"0--8335"
76,"1--4177"
76,"0--88103"
76,"0--439"
76,"1--4131"
76,"0--7569"
76,"0--329"
76,"0--02"
77,"1--4814"
78,"0--9842883"
79,"1--4937"
80,"0--8451"
81,"0--8075"
81,"1--4806"
82,"0--916856"
83,"0--88200"
84,"0--86604"
85,"1--941999"
86,"1--101"
86,"0--679"
86,"0--345"
86,"0--525"
86,"1--5247"
86,"0--385"
86,"0--307"
87,"1--61620"
88,"0--87586"
89,"1--4071"
90,"0--692"
91,"0--9829430"
92,"0--04"
92,"1--925266"
92,"1--74343"
92,"1--76063"
92,"1--76011"
93,"1--84614"
94,"0--7490"
95,"0--205"
96,"1--78332"
97,"0--88168"
98,"1--882483"
99,"1--901435"
100,"1--4422"
100,"0--7591"
101,"1--64152"
102,"0--935901"
103,"1--59350"
104,"0--8144"
105,"0--8144"
106,"0--7614"
107,"1--4209"
108,"1--4778"
109,"0--912146"
110,"1--5300"
111,"0--8488"
112,"1--4819"
113,"1--56389"
114,"1--61002"
115,"1--56051"
116,"0--252"
117,"1--61438"
118,"1--59031"
119,"0--470"
120,"0--88318"
120,"0--8412"
121,"0--913312"
122,"1--886775"
123,"1--60958"
124,"1--68337"
125,"1--5221"
126,"0--939450"
127,"0--86612"
128,"1--57165"
129,"1--943546"
130,"0--7354"
130,"1--56396"
131,"0--8389"
132,"0--8144"
133,"0--8218"
134,"1--4704"
134,"0--8218"
135,"0--89970"
136,"1--947800"
137,"0--87169"
138,"0--88048"
139,"0--89042"
140,"1--58562"
141,"1--58562"
142,"1--4338"
143,"0--918676"
144,"0--89118"
145,"0--7844"
145,"1--63266"
146,"1--58528"
147,"1--943751"
148,"1--339"
149,"0--9712945"
150,"0--89957"
151,"1--943208"
152,"1--68203"
153,"1--60753"
154,"1--60753"
155,"0--323"
156,"1--62326"
157,"0--300"
158,"0--9962525"
159,"1--947002"
160,"0--404"
161,"1--4197"
162,"0--385"
162,"0--345"
162,"0--307"
162,"0--679"
163,"0--9658392"
164,"0--393"
164,"0--7136"
165,"0--9910476"
166,"1--84939"
166,"1--78344"
166,"0--86264"
167,"1--4494"
167,"1--4156"
167,"0--7407"
168,"1--84540"
169,"0--9711950"
170,"1--911007"
171,"0--9861489"
172,"0--615"
173,"0--250"
174,"1--55451"
175,"1--78308"
176,"0--902028"
177,"1--936482"
178,"0--7495"
178,"981--234"
179,"0--87553"
180,"1--948062"
181,"1--4950"
182,"1--84543"
183,"1--4665"
183,"1--315"
183,"1--77188"
184,"1--4822"
184,"1--926895"
184,"1--77188"
185,"1--4302"
185,"1--4842"
186,"0--87795"
186,"0--575"
187,"1--55970"
187,"1--62872"
188,"1--4671"
189,"1--4073"
190,"1--78491"
191,"1--879035"
192,"1--68255"
193,"0--208"
194,"0--671"
195,"0--668"
196,"0--19"
196,"1--84193"
197,"1--78404"
198,"0--88233"
199,"2--503"
199,"0--86698"
200,"1--56287"
201,"0--405"
202,"3--86335"
203,"0--09"
204,"0--09"
205,"0--910158"
206,"0--9740635"
207,"0--934770"
208,"1--60807"
208,"1--63081"
209,"0--545"
210,"0--9954827"
211,"0--9835723"
212,"1--4166"
213,"0--7277"
214,"1--282"
214,"1--4724"
214,"1--306"
214,"1--322"
214,"1--4094"
214,"1--85928"
214,"0--7546"
215,"1--4724"
216,"1--4724"
217,"1--4724"
218,"0--87170"
219,"1--68367"
220,"0--7918"
221,"0--87189"
222,"0--87389"
223,"0--930011"
224,"0--942920"
225,"1--61738"
225,"1--58113"
225,"0--201"
225,"1--4503"
226,"0--915552"
227,"0--9707890"
228,"1--57020"
229,"1--59407"
230,"1--61428"
230,"2--84323"
231,"0--946627"
232,"1--62135"
233,"1--107"
234,"1--60728"
235,"1--4814"
236,"0--689"
237,"1--4169"
237,"0--689"
237,"1--4424"
237,"1--4814"
237,"0--8335"
238,"0--85789"
239,"1--61977"
240,"0--87113"
240,"0--8021"
241,"1--60138"
242,"0--7432"
242,"1--9821"
242,"1--4391"
242,"1--4767"
242,"1--5011"
243,"1--4767"
244,"0--9897773"
245,"1--5108"
246,"1--893699"
247,"1--4458"
248,"1--4458"
249,"0--9566452"
250,"1--63439"
251,"1--921962"
252,"1--76054"
253,"1--76033"
254,"1--76046"
255,"1--85078"
256,"1--9845"
257,"1--4259"
257,"1--4772"
257,"1--4918"
257,"1--4817"
258,"1--4898"
258,"1--62127"
258,"1--4896"
259,"1--61238"
259,"1--59880"
260,"0--932212"
261,"1--892384"
262,"1--56027"
263,"1--61954"
264,"0--380"
264,"0--606"
265,"0--380"
265,"0--06"
266,"0--380"
267,"1--4896"
268,"1--84135"
269,"1--4260"
270,"1--883725"
271,"1--885813"
272,"1--4336"
273,"0--631"
273,"1--55786"
274,"0--86054"
275,"0--7134"
276,"0--7134"
277,"0--87930"
278,"0--7607"
279,"0--7607"
280,"0--615"
281,"0--7434"
282,"0--671"
283,"0--8010"
284,"0--8010"
285,"0--8010"
286,"1--4525"
287,"0--449"
287,"0--345"
288,"0--345"
288,"0--8335"
288,"0--449"
288,"0--312"
288,"0--307"
289,"0--345"
290,"0--88410"
291,"1--4336"
292,"0--85151"
293,"0--553"
293,"0--440"
293,"0--87129"
293,"3--453"
293,"0--7181"
294,"0--01"
294,"0--553"
294,"0--8041"
294,"1--299"
294,"0--613"
294,"0--88103"
294,"0--329"
295,"0--345"
296,"0--553"
297,"0--307"
297,"0--553"
298,"0--440"
298,"0--329"
299,"0--440"
299,"1--299"
300,"1--885167"
301,"1--78285"
301,"1--84686"
301,"1--905236"
302,"0--7607"
302,"1--56619"
302,"0--06"
303,"0--7607"
303,"0--06"
303,"0--389"
304,"0--86611"
305,"1--78112"
306,"0--8120"
306,"0--7641"
307,"1--4380"
307,"0--7641"
308,"0--7641"
309,"1--4380"
310,"1--5416"
310,"0--465"
311,"0--89676"
311,"0--7134"
312,"0--900913"
313,"1--932792"
314,"0--7540"
314,"1--4084"
314,"1--4056"
315,"1--4084"
316,"1--84990"
316,"0--563"
317,"0--692"
318,"0--8341"
319,"0--8341"
320,"0--8070"
321,"0--665"
322,"1--5197"
323,"1--937508"
324,"1--62933"
325,"1--68402"
325,"1--62724"
326,"0--9842951"
327,"1--7323421"
328,"0--88322"
329,"1--57490"
330,"0--674"
331,"1--61194"
332,"1--936878"
333,"1--62617"
333,"0--531"
334,"1--62617"
334,"0--531"
335,"1--939529"
335,"1--941631"
335,"1--937856"
336,"1--4509"
337,"0--87502"
338,"0--393"
338,"0--510"
339,"1--84788"
339,"0--85785"
340,"1--84788"
340,"0--85785"
341,"1--78238"
341,"1--78533"
342,"1--78238"
342,"1--84545"
342,"1--78533"
343,"0--441"
344,"0--87639"
345,"0--425"
345,"0--671"
346,"0--425"
346,"1--61793"
347,"0--425"
348,"0--441"
348,"0--399"
349,"0--425"
350,"0--425"
351,"0--425"
351,"0--441"
351,"0--515"
352,"1--935902"
353,"1--4596"
354,"1--58314"
355,"0--9961136"
356,"0--7642"
356,"1--61664"
357,"0--7642"
358,"1--5025"
359,"1--84457"
360,"0--12"
361,"1--4336"
362,"0--564"
363,"1--4375"
364,"1--113"
365,"0--692"
366,"1--921790"
367,"0--9927344"
368,"1--937548"
369,"1--85627"
370,"0--203"
371,"3--7643"
372,"0--8176"
372,"3--7643"
373,"0--943994"
374,"0--910240"
375,"1--78590"
376,"1--78590"
377,"0--9993290"
378,"0--7481"
379,"0--933121"
380,"1--84970"
381,"1--61876"
382,"0--7166"
383,"0--9964001"
384,"1--68433"
385,"0--87685"
386,"0--552"
387,"0--9856122"
388,"0--85640"
389,"1--4332"
390,"0--631"
390,"0--632"
390,"1--55786"
391,"0--470"
392,"0--7137"
393,"0--9883214"
394,"1--62040"
394,"1--4742"
394,"1--63286"
394,"1--4725"
394,"1--4088"
394,"0--7475"
394,"1--4411"
394,"1--4729"
394,"0--8264"
394,"0--567"
394,"1--60819"
394,"1--4081"
394,"1--59691"
394,"1--78093"
394,"1--350"
395,"1--4725"
395,"1--62892"
395,"1--4411"
395,"1--283"
395,"1--306"
395,"1--5013"
395,"1--336"
395,"1--84966"
395,"1--4742"
395,"1--78093"
395,"1--350"
396,"1--4411"
396,"1--4725"
397,"1--870630"
398,"1--68119"
398,"1--4088"
399,"1--4729"
400,"1--4742"
400,"1--4725"
401,"1--60819"
402,"1--5266"
402,"1--59691"
403,"1--4985"
403,"1--350"
403,"1--4088"
404,"1--4729"
405,"0--567"
406,"1--4725"
406,"1--350"
407,"1--934706"
408,"0--14"
409,"1--944515"
410,"0--912652"
411,"0--672"
412,"0--370"
412,"1--84792"
413,"0--86516"
414,"1--62639"
415,"1--5232"
416,"1--59955"
417,"1--7906"
418,"1--56625"
419,"1--912575"
419,"1--910878"
420,"1--4835"
421,"1--61984"
422,"0--8369"
423,"0--317"
423,"3--8334"
424,"1--4392"
425,"1--4392"
426,"0--531"
427,"0--245"
428,"1--5141"
429,"0--89370"
429,"0--88496"
430,"1--911145"
431,"1--892850"
432,"1--57297"
433,"0--7537"
434,"0--665"
435,"1--910126"
435,"1--907967"
436,"0--8395"
437,"1--84615"
438,"1--934490"
439,"1--4727"
439,"1--4453"
440,"1--85891"
441,"0--87888"
442,"0--8283"
443,"1--941298"
444,"1--85753"
445,"0--8369"
446,"1--5076"
447,"0--914327"
448,"1--9739"
449,"0--87178"
450,"0--8425"
451,"1--933979"
452,"1--61961"
453,"90--04"
454,"90--04"
455,"90--04"
456,"1--4558"
457,"0--7156"
457,"0--906515"
458,"1--62513"
459,"1--4073"
460,"0--563"
461,"0--7141"
462,"0--580"
463,"1--5086"
464,"0--9614640"
465,"0--931181"
466,"0--307"
467,"0--8157"
468,"1--874409"
469,"1--941415"
470,"0--9798697"
471,"1--56849"
472,"1--62031"
473,"1--57018"
474,"0--9863707"
475,"1--351"
475,"1--78676"
476,"1--55645"
477,"1--60649"
477,"1--947441"
478,"1--5225"
479,"1--78055"
480,"0--08"
480,"0--7506"
481,"1--4831"
482,"1--4831"
483,"0--9891462"
484,"1--61294"
485,"1--60705"
486,"1--61745"
487,"0--7735"
488,"0--665"
488,"0--684"
489,"0--665"
490,"1--4776"
491,"1--78064"
492,"1--78639"
492,"1--84593"
492,"1--78924"
492,"1--78064"
493,"1--86011"
494,"0--912714"
495,"0--8010"
496,"1--903499"
497,"1--139"
497,"1--316"
498,"1--4438"
498,"1--5275"
499,"1--904868"
500,"1--316"
500,"0--511"
500,"1--283"
500,"1--322"
500,"1--107"
500,"1--139"
500,"1--108"
500,"1--5108"
500,"0--521"
501,"1--57113"
502,"1--929919"
503,"0--901615"
504,"0--7735"
505,"0--9627423"
506,"0--7636"
507,"0--7636"
507,"1--4287"
507,"1--4395"
507,"1--4177"
507,"1--56402"
507,"0--329"
508,"1--936196"
509,"958--8296"
510,"1--84195"
511,"1--68410"
512,"1--84825"
513,"0--224"
514,"1--4846"
514,"1--9771"
515,"0--7368"
516,"1--4296"
517,"1--68436"
518,"0--9826472"
519,"1--60163"
520,"0--911744"
521,"1--300"
522,"0--665"
523,"1--85868"
524,"1--78097"
525,"1--78097"
525,"1--78312"
526,"0--915604"
527,"0--8065"
527,"0--8184"
528,"0--89089"
528,"1--59460"
528,"1--61163"
529,"1--908211"
530,"0--7867"
530,"0--88184"
531,"0--88184"
532,"0--88184"
533,"1--62442"
534,"1--5326"
534,"1--4982"
535,"1--61200"
536,"1--78570"
536,"1--61200"
537,"1--911115"
538,"0--304"
539,"1--78840"
540,"607--463"
541,"0--86178"
542,"0--8132"
543,"0--8132"
544,"0--932790"
545,"1--5026"
545,"1--62712"
546,"1--5026"
547,"0--944052"
548,"0--9849609"
549,"0--9882544"
550,"0--89087"
551,"1--58767"
552,"1--337"
553,"1--4354"
553,"1--305"
553,"1--4737"
553,"1--337"
553,"1--133"
553,"1--285"
553,"1--111"
554,"0--17"
555,"1--305"
556,"0--9546041"
557,"0--9729943"
558,"0--9785508"
559,"1--61782"
560,"0--8191"
561,"1--4422"
562,"1--58547"
563,"1--64358"
563,"1--62899"
563,"1--61173"
563,"1--68324"
564,"1--60285"
565,"1--61173"
566,"0--941846"
567,"0--8272"
568,"0--85514"
569,"1--85152"
570,"1--78063"
570,"1--84334"
571,"1--84541"
572,"1--84541"
573,"0--225"
574,"94--009"
574,"0--412"
575,"0--9897432"
576,"1--5005"
577,"1--58089"
577,"1--5364"
578,"1--4448"
578,"0--7089"
579,"0--7858"
580,"0--911860"
581,"0--7011"
582,"1--5321"
583,"1--85623"
584,"1--4381"
585,"0--7910"
585,"1--4381"
586,"0--12"
587,"1--63471"
587,"1--62431"
588,"1--84234"
589,"1--84234"
590,"0--9903862"
591,"1--56976"
592,"1--61373"
593,"1--59192"
594,"1--61159"
595,"1--84643"
596,"0--913778"
596,"1--59296"
596,"1--60253"
596,"1--5038"
597,"0--89239"
597,"1--4517"
598,"0--516"
599,"0--86220"
599,"0--7451"
599,"0--7540"
600,"0--85119"
600,"0--7838"
600,"1--55504"
600,"0--89340"
600,"0--07"
600,"0--7540"
600,"0--7451"
600,"0--7862"
600,"0--7927"
600,"0--85046"
600,"1--4056"
601,"1--9763"
602,"0--8158"
603,"1--5348"
604,"0--8118"
605,"1--4521"
606,"0--9501803"
607,"0--87148"
607,"1--59684"
608,"0--88404"
609,"0--7020"
609,"0--443"
610,"1--78249"
611,"1--60433"
612,"0--85732"
613,"1--84918"
614,"0--9990688"
615,"1--58720"
616,"0--87907"
617,"0--8065"
618,"0--8065"
619,"0--19"
620,"0--89919"
620,"0--547"
620,"0--380"
621,"1--4000"
622,"0--620"
623,"1--907127"
624,"1--60537"
625,"0--86283"
626,"1--61958"
627,"1--948418"
628,"0--8220"
629,"1--85109"
630,"1--4074"
631,"0--89287"
632,"2--240"
633,"1--891276"
634,"1--936113"
634,"1--62182"
635,"0--89145"
636,"1--59740"
637,"0--02"
638,"0--00"
638,"0--394"
638,"0--583"
638,"0--06"
638,"0--261"
638,"0--02"
638,"0--246"
639,"1--84340"
640,"0--380"
641,"0--692"
642,"0--910412"
643,"1--85833"
644,"0--231"
645,"0--665"
646,"0--910007"
647,"0--85198"
648,"1--84859"
649,"1--76010"
650,"1--57533"
651,"0--923907"
652,"1--57324"
653,"0--570"
654,"1--889609"
655,"1--4721"
656,"0--306"
657,"0--8092"
658,"1--5272"
659,"1--4411"
659,"1--85539"
659,"0--8264"
660,"1--4411"
660,"1--306"
661,"1--4411"
661,"1--283"
662,"1--891171"
663,"612--55"
664,"1--55659"
665,"0--552"
666,"0--552"
667,"0--552"
668,"1--78205"
668,"1--85918"
669,"0--8014"
670,"0--00"
670,"0--340"
671,"0--340"
672,"0--9847338"
673,"1--84901"
674,"0--8050"
675,"1--5063"
676,"0--8039"
677,"1--4912"
678,"1--60206"
679,"1--60206"
680,"0--86586"
681,"1--64009"
681,"1--58243"
681,"1--61902"
682,"1--68268"
683,"1--58450"
683,"1--59863"
684,"1--5244"
684,"1--59811"
685,"1--5244"
685,"1--68047"
686,"1--4833"
687,"1--4271"
687,"0--7787"
688,"1--4898"
688,"0--7787"
688,"1--4271"
689,"1--4200"
690,"1--4822"
690,"1--4665"
690,"1--5231"
690,"1--4724"
690,"1--4398"
690,"1--317"
690,"1--306"
690,"1--84569"
690,"1--351"
690,"1--315"
690,"0--8493"
690,"1--4987"
690,"1--138"
690,"1--4200"
690,"1--62870"
691,"1--4987"
692,"1--4665"
693,"1--121"
694,"1--5056"
694,"1--5031"
694,"1--4910"
694,"1--5169"
694,"1--5076"
694,"1--5309"
694,"1--5007"
694,"1--5173"
694,"1--5396"
694,"1--9795"
694,"1--4936"
694,"0--9888542"
694,"1--5227"
694,"1--4953"
694,"1--9764"
694,"1--4937"
694,"1--4825"
694,"1--4810"
694,"1--4905"
694,"1--5303"
694,"1--4912"
695,"1--4819"
695,"1--4750"
695,"1--4947"
695,"1--4774"
695,"1--4942"
695,"1--4679"
695,"1--4935"
695,"1--5214"
695,"1--5371"
695,"1--5005"
695,"1--4839"
696,"1--5088"
696,"1--5373"
696,"1--5446"
697,"1--62832"
697,"1--60818"
698,"1--880675"
699,"0--517"
700,"0--7858"
701,"1--4405"
702,"0--9791412"
703,"1--60144"
704,"1--62953"
705,"1--55859"
706,"0--89594"
707,"0--8245"
708,"0--8245"
709,"1--4335"
710,"0--690"
711,"1--5247"
711,"0--517"
712,"0--385"
713,"0--307"
714,"0--307"
715,"0--9904151"
716,"1--4974"
717,"1--5168"
718,"0--87707"
719,"1--876996"
720,"1--4422"
721,"1--57586"
722,"1--940430"
723,"1--78202"
724,"1--5108"
724,"1--61782"
725,"1--4956"
726,"0--665"
727,"0--385"
727,"1--84992"
728,"0--679"
729,"94--009"
730,"0--442"
731,"0--89191"
732,"1--84615"
733,"0--7382"
734,"0--306"
734,"1--59740"
734,"0--7382"
735,"0--9927318"
736,"1--85389"
737,"1--4037"
738,"1--870582"
739,"0--7613"
739,"1--4677"
740,"0--937762"
741,"1--5067"
742,"1--9797"
743,"1--58465"
744,"0--9861555"
745,"1--4463"
746,"1--910200"
747,"1--85346"
748,"1--9833"
749,"1--56792"
750,"1--941701"
751,"0--7564"
752,"0--7564"
753,"0--9605276"
754,"1--4012"
755,"1--56243"
756,"3--11"
756,"1--61451"
757,"1--61451"
758,"3--11"
759,"3--11"
760,"1--911095"
761,"1--906614"
762,"0--345"
762,"0--399"
763,"1--101"
763,"0--440"
763,"0--345"
763,"1--299"
763,"0--385"
764,"0--440"
764,"0--685"
765,"0--440"
766,"0--385"
766,"0--7857"
766,"0--307"
766,"0--679"
767,"0--385"
768,"1--62070"
769,"1--84084"
769,"0--7525"
770,"1--4404"
771,"0--460"
772,"0--517"
773,"0--924357"
773,"1--58667"
774,"0--615"
775,"1--60641"
775,"1--60907"
776,"0--87747"
776,"0--87579"
777,"0--7684"
778,"0--233"
779,"3--423"
780,"1--61003"
781,"1--911306"
781,"1--907893"
782,"0--06"
783,"0--913546"
784,"0--7352"
784,"0--8037"
785,"0--385"
785,"0--7394"
786,"1--4793"
787,"0--692"
788,"0--929239"
789,"1--4352"
